1	تم إعادة تسمية	C:\Users\YAQOOB\AppData\Local\Microsoft\VSApplicationInsights\vstelf3e86b4023cc43f0be495508d51f588a\20250127182923_649020bf01684e0d8b37145571a032ee.trn	2025-01-27 21:29:33	YAQOOB	فئة المهمة
1628	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1629	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1630	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1631	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1632	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1633	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1634	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1635	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1636	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1637	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1638	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1639	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1640	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1641	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1642	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1643	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1644	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1645	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1646	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1647	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1648	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1649	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1650	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1651	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1652	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1653	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1654	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1655	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1656	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1657	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1658	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1659	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1660	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1661	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1662	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1663	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1664	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1665	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1666	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1667	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1668	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1669	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1670	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1671	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1672	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1673	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1674	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1675	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1676	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1677	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1678	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1679	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1680	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1681	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1682	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1683	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1684	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1685	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1686	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1687	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1688	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1689	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1690	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1691	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1692	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1693	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1694	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1695	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1696	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1697	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1698	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1699	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1700	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1701	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1702	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1703	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1704	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1705	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1706	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1707	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1708	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1709	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1710	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1711	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1712	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1713	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1714	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1715	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1716	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1717	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1718	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1719	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1720	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1721	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1722	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1723	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1724	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1725	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1726	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1727	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1728	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1729	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1730	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1731	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1732	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1733	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1734	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1735	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1736	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1737	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1738	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1739	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1740	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1741	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1742	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1743	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1744	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1745	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1746	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1747	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1748	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1749	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1750	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1751	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1752	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1753	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1754	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1755	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1756	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1757	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1758	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1759	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1760	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
1761	تم تعديل	C:\Users\YAQOOB\Desktop\Monitor1.5\Monitor1\Project Monitor\bin\Debug\net9.0-windows\ListViewData78888.txt	2025-01-27 21:29:36	YAQOOB	فئة المهمة
